name	kind	paramMin	varargs	origin	originLine	decl
UnloadSoundAlias	function	1	0	raylib.h	1683	I void UnloadSoundAlias(Sound alias); // Unload sound alias (does not deallocate sample data)
UnloadTextLines	function	2	0	raylib.h	1537	I void UnloadTextLines(char **text, int lineCount); // Unload text lines
UnloadTexture	function	1	0	raylib.h	1450	I void UnloadTexture(Texture2D texture); // Unload texture from GPU memory (VRAM)
UnloadUTF8	function	1	0	raylib.h	1524	I void UnloadUTF8(char *text); // Unload UTF-8 text encoded from codepoints array
UnloadVrStereoConfig	function	1	0	raylib.h	1067	I void UnloadVrStereoConfig(VrStereoConfig config); // Unload VR stereo config
UnloadWave	function	1	0	raylib.h	1681	I void UnloadWave(Wave wave); // Unload wave data
UnloadWaveSamples	function	1	0	raylib.h	1700	I void UnloadWaveSamples(float *samples); // Unload samples data loaded with LoadWaveSamples()
UpdateAudioStream	function	3	0	raylib.h	1724	I void UpdateAudioStream(AudioStream stream, const void *data, int frameCount); // Update audio stream buffers with data
UpdateCamera	function	2	0	raylib.h	1261	I void UpdateCamera(Camera *camera, int mode); // Update camera position for selected mode
UpdateCameraPro	function	4	0	raylib.h	1262	I void UpdateCameraPro(Camera *camera, Vector3 movement, Vector3 rotation, float zoom); // Update camera movement/rotation
UpdateMeshBuffer	function	5	0	raylib.h	1613	I void UpdateMeshBuffer(Mesh mesh, int index, const void *data, int dataSize, int offset); // Update mesh vertex data in GPU for a specific buffer index
UpdateModelAnimation	function	3	0	raylib.h	1645	I void UpdateModelAnimation(Model model, ModelAnimation anim, float frame); // Update model animation pose (vertex buffers and bone matrices)
UpdateModelAnimationEx	function	6	0	raylib.h	1646	I void UpdateModelAnimationEx(Model model, ModelAnimation animA, float frameA, ModelAnimation animB, float frameB, float blend); // Update model animation pose, blending two animations
UpdateMusicStream	function	1	0	raylib.h	1709	I void UpdateMusicStream(Music music); // Update buffers for music streaming
UpdateSound	function	3	0	raylib.h	1680	I void UpdateSound(Sound sound, const void *data, int frameCount); // Update sound buffer with new data (default data format: 32 bit float, stereo)
UpdateTexture	function	2	0	raylib.h	1453	I void UpdateTexture(Texture2D texture, const void *pixels); // Update GPU texture with new data (pixels should be able to fill texture)
UpdateTextureRec	function	3	0	raylib.h	1454	I void UpdateTextureRec(Texture2D texture, Rectangle rec, const void *pixels); // Update GPU texture rectangle with new data (pixels and rec should fit in texture)
UploadMesh	function	2	0	raylib.h	1612	I void UploadMesh(Mesh *mesh, bool dynamic); // Upload mesh vertex data in GPU and provide VAO/VBO ids
Vector2	typedef_struct	-1	0	raylib.h	216	t Vector2 {
Vector2Add	function	2	0	raymath.h	291	I Vector2 Vector2Add(Vector2 v1, Vector2 v2)
Vector2AddValue	function	2	0	raymath.h	299	I Vector2 Vector2AddValue(Vector2 v, float add)
Vector2Angle	function	2	0	raymath.h	373	I float Vector2Angle(Vector2 v1, Vector2 v2)
Vector2Clamp	function	3	0	raymath.h	550	I Vector2 Vector2Clamp(Vector2 v, Vector2 min, Vector2 max)
Vector2ClampValue	function	3	0	raymath.h	561	I Vector2 Vector2ClampValue(Vector2 v, float min, float max)
Vector2CrossProduct	function	2	0	raymath.h	347	I float Vector2CrossProduct(Vector2 v1, Vector2 v2)
Vector2Distance	function	2	0	raymath.h	355	I float Vector2Distance(Vector2 v1, Vector2 v2)
Vector2DistanceSqr	function	2	0	raymath.h	363	I float Vector2DistanceSqr(Vector2 v1, Vector2 v2)
Vector2Divide	function	2	0	raymath.h	423	I Vector2 Vector2Divide(Vector2 v1, Vector2 v2)
Vector2DotProduct	function	2	0	raymath.h	339	I float Vector2DotProduct(Vector2 v1, Vector2 v2)
Vector2Equals	function	2	0	raymath.h	582	I int Vector2Equals(Vector2 p, Vector2 q)
Vector2Invert	function	1	0	raymath.h	541	I Vector2 Vector2Invert(Vector2 v)
Vector2Length	function	1	0	raymath.h	323	I float Vector2Length(Vector2 v)
Vector2LengthSqr	function	1	0	raymath.h	331	I float Vector2LengthSqr(Vector2 v)
Vector2Lerp	function	3	0	raymath.h	462	I Vector2 Vector2Lerp(Vector2 v1, Vector2 v2, float amount)
Vector2LineAngle	function	2	0	raymath.h	388	I float Vector2LineAngle(Vector2 start, Vector2 end)
Vector2Max	function	2	0	raymath.h	497	I Vector2 Vector2Max(Vector2 v1, Vector2 v2)
Vector2Min	function	2	0	raymath.h	486	I Vector2 Vector2Min(Vector2 v1, Vector2 v2)
Vector2MoveTowards	function	3	0	raymath.h	522	I Vector2 Vector2MoveTowards(Vector2 v, Vector2 target, float maxDistance)
Vector2Multiply	function	2	0	raymath.h	407	I Vector2 Vector2Multiply(Vector2 v1, Vector2 v2)
Vector2Negate	function	1	0	raymath.h	415	I Vector2 Vector2Negate(Vector2 v)
Vector2Normalize	function	1	0	raymath.h	431	I Vector2 Vector2Normalize(Vector2 v)
Vector2One	function	0	0	raymath.h	283	I Vector2 Vector2One(void)
Vector2Reflect	function	2	0	raymath.h	473	I Vector2 Vector2Reflect(Vector2 v, Vector2 normal)
Vector2Refract	function	3	0	raymath.h	599	I Vector2 Vector2Refract(Vector2 v, Vector2 n, float r)
Vector2Rotate	function	2	0	raymath.h	508	I Vector2 Vector2Rotate(Vector2 v, float angle)
Vector2Scale	function	2	0	raymath.h	399	I Vector2 Vector2Scale(Vector2 v, float scale)
Vector2Subtract	function	2	0	raymath.h	307	I Vector2 Vector2Subtract(Vector2 v1, Vector2 v2)
Vector2SubtractValue	function	2	0	raymath.h	315	I Vector2 Vector2SubtractValue(Vector2 v, float sub)
Vector2Transform	function	2	0	raymath.h	447	I Vector2 Vector2Transform(Vector2 v, Matrix mat)
Vector2Zero	function	0	0	raymath.h	275	I Vector2 Vector2Zero(void)
Vector3	typedef_struct	-1	0	raylib.h	222	t Vector3 {
Vector3Add	function	2	0	raymath.h	640	I Vector3 Vector3Add(Vector3 v1, Vector3 v2)
Vector3AddValue	function	2	0	raymath.h	648	I Vector3 Vector3AddValue(Vector3 v, float add)
Vector3Angle	function	2	0	raymath.h	775	I float Vector3Angle(Vector3 v1, Vector3 v2)
Vector3Barycenter	function	4	0	raymath.h	1063	I Vector3 Vector3Barycenter(Vector3 p, Vector3 a, Vector3 b, Vector3 c)
Vector3Clamp	function	3	0	raymath.h	1191	I Vector3 Vector3Clamp(Vector3 v, Vector3 min, Vector3 max)
Vector3ClampValue	function	3	0	raymath.h	1203	I Vector3 Vector3ClampValue(Vector3 v, float min, float max)
Vector3CrossProduct	function	2	0	raymath.h	688	I Vector3 Vector3CrossProduct(Vector3 v1, Vector3 v2)
Vector3CubicHermite	function	5	0	raymath.h	1005	I Vector3 Vector3CubicHermite(Vector3 v1, Vector3 tangent1, Vector3 v2, Vector3 tangent2, float amount)
Vector3Distance	function	2	0	raymath.h	749	I float Vector3Distance(Vector3 v1, Vector3 v2)
Vector3DistanceSqr	function	2	0	raymath.h	762	I float Vector3DistanceSqr(Vector3 v1, Vector3 v2)
Vector3Divide	function	2	0	raymath.h	796	I Vector3 Vector3Divide(Vector3 v1, Vector3 v2)
Vector3DotProduct	function	2	0	raymath.h	741	I float Vector3DotProduct(Vector3 v1, Vector3 v2)
Vector3Equals	function	2	0	raymath.h	1225	I int Vector3Equals(Vector3 p, Vector3 q)
Vector3Invert	function	1	0	raymath.h	1182	I Vector3 Vector3Invert(Vector3 v)
Vector3Length	function	1	0	raymath.h	725	I float Vector3Length(const Vector3 v)
Vector3LengthSqr	function	1	0	raymath.h	733	I float Vector3LengthSqr(const Vector3 v)
Vector3Lerp	function	3	0	raymath.h	992	I Vector3 Vector3Lerp(Vector3 v1, Vector3 v2, float amount)
Vector3Max	function	2	0	raymath.h	1050	I Vector3 Vector3Max(Vector3 v1, Vector3 v2)
Vector3Min	function	2	0	raymath.h	1038	I Vector3 Vector3Min(Vector3 v1, Vector3 v2)
Vector3MoveTowards	function	3	0	raymath.h	971	I Vector3 Vector3MoveTowards(Vector3 v, Vector3 target, float maxDistance)
Vector3Multiply	function	2	0	raymath.h	680	I Vector3 Vector3Multiply(Vector3 v1, Vector3 v2)
Vector3Negate	function	1	0	raymath.h	788	I Vector3 Vector3Negate(Vector3 v)
Vector3Normalize	function	1	0	raymath.h	804	I Vector3 Vector3Normalize(Vector3 v)
Vector3One	function	0	0	raymath.h	632	I Vector3 Vector3One(void)
Vector3OrthoNormalize	function	2	0	raymath.h	858	I void Vector3OrthoNormalize(Vector3 *v1, Vector3 *v2)
Vector3Perpendicular	function	1	0	raymath.h	696	I Vector3 Vector3Perpendicular(Vector3 v)
Vector3Project	function	2	0	raymath.h	822	I Vector3 Vector3Project(Vector3 v1, Vector3 v2)
Vector3Reflect	function	2	0	raymath.h	1020	I Vector3 Vector3Reflect(Vector3 v, Vector3 normal)
Vector3Refract	function	3	0	raymath.h	1243	I Vector3 Vector3Refract(Vector3 v, Vector3 n, float r)
Vector3Reject	function	2	0	raymath.h	839	I Vector3 Vector3Reject(Vector3 v1, Vector3 v2)
Vector3RotateByAxisAngle	function	3	0	raymath.h	919	I Vector3 Vector3RotateByAxisAngle(Vector3 v, Vector3 axis, float angle)
Vector3RotateByQuaternion	function	2	0	raymath.h	907	I Vector3 Vector3RotateByQuaternion(Vector3 v, Quaternion q)
Vector3Scale	function	2	0	raymath.h	672	I Vector3 Vector3Scale(Vector3 v, float scalar)
Vector3Subtract	function	2	0	raymath.h	656	I Vector3 Vector3Subtract(Vector3 v1, Vector3 v2)
Vector3SubtractValue	function	2	0	raymath.h	664	I Vector3 Vector3SubtractValue(Vector3 v, float sub)
Vector3ToFloatV	function	1	0	raymath.h	1170	I float3 Vector3ToFloatV(Vector3 v)
Vector3Transform	function	2	0	raymath.h	891	I Vector3 Vector3Transform(Vector3 v, Matrix mat)
Vector3Unproject	function	3	0	raymath.h	1087	I Vector3 Vector3Unproject(Vector3 source, Matrix projection, Matrix view)
Vector3Zero	function	0	0	raymath.h	624	I Vector3 Vector3Zero(void)
Vector4	typedef_struct	-1	0	raylib.h	229	t Vector4 {
Vector4Add	function	2	0	raymath.h	1282	I Vector4 Vector4Add(Vector4 v1, Vector4 v2)
Vector4AddValue	function	2	0	raymath.h	1294	I Vector4 Vector4AddValue(Vector4 v, float add)
Vector4Distance	function	2	0	raymath.h	1351	I float Vector4Distance(Vector4 v1, Vector4 v2)
Vector4DistanceSqr	function	2	0	raymath.h	1360	I float Vector4DistanceSqr(Vector4 v1, Vector4 v2)
Vector4Divide	function	2	0	raymath.h	1391	I Vector4 Vector4Divide(Vector4 v1, Vector4 v2)
Vector4DotProduct	function	2	0	raymath.h	1344	I float Vector4DotProduct(Vector4 v1, Vector4 v2)
Vector4Equals	function	2	0	raymath.h	1485	I int Vector4Equals(Vector4 p, Vector4 q)
Vector4Invert	function	1	0	raymath.h	1478	I Vector4 Vector4Invert(Vector4 v)
Vector4Length	function	1	0	raymath.h	1330	I float Vector4Length(Vector4 v)
Vector4LengthSqr	function	1	0	raymath.h	1337	I float Vector4LengthSqr(Vector4 v)
Vector4Lerp	function	3	0	raymath.h	1442	I Vector4 Vector4Lerp(Vector4 v1, Vector4 v2, float amount)
Vector4Max	function	2	0	raymath.h	1429	I Vector4 Vector4Max(Vector4 v1, Vector4 v2)
Vector4Min	function	2	0	raymath.h	1416	I Vector4 Vector4Min(Vector4 v1, Vector4 v2)
Vector4MoveTowards	function	3	0	raymath.h	1455	I Vector4 Vector4MoveTowards(Vector4 v, Vector4 target, float maxDistance)
Vector4Multiply	function	2	0	raymath.h	1377	I Vector4 Vector4Multiply(Vector4 v1, Vector4 v2)
Vector4Negate	function	1	0	raymath.h	1384	I Vector4 Vector4Negate(Vector4 v)
Vector4Normalize	function	1	0	raymath.h	1398	I Vector4 Vector4Normalize(Vector4 v)
Vector4One	function	0	0	raymath.h	1275	I Vector4 Vector4One(void)
Vector4Scale	function	2	0	raymath.h	1370	I Vector4 Vector4Scale(Vector4 v, float scale)
Vector4Subtract	function	2	0	raymath.h	1306	I Vector4 Vector4Subtract(Vector4 v1, Vector4 v2)
Vector4SubtractValue	function	2	0	raymath.h	1318	I Vector4 Vector4SubtractValue(Vector4 v, float add)
Vector4Zero	function	0	0	raymath.h	1268	I Vector4 Vector4Zero(void)
VrDeviceInfo	typedef_struct	-1	0	raylib.h	505	t VrDeviceInfo {
VrStereoConfig	typedef_struct	-1	0	raylib.h	518	t VrStereoConfig {
WaitTime	function	1	0	raylib.h	1105	I void WaitTime(double seconds); // Wait for some time (halt program execution)
Wave	typedef_struct	-1	0	raylib.h	465	t Wave {
WaveCopy	function	1	0	raylib.h	1696	I Wave WaveCopy(Wave wave); // Copy a wave to a new wave
WaveCrop	function	3	0	raylib.h	1697	I void WaveCrop(Wave *wave, int initFrame, int finalFrame); // Crop a wave to defined frames range
WaveFormat	function	4	0	raylib.h	1698	I void WaveFormat(Wave *wave, int sampleRate, int sampleSize, int channels); // Convert wave data to desired format
WindowShouldClose	function	0	0	raylib.h	990	I bool WindowShouldClose(void); // Check if application should close (KEY_ESCAPE pressed or windows close icon clicked)
Wrap	function	3	0	raymath.h	251	I float Wrap(float value, float min, float max)
