name	kind	paramMin	varargs	origin	originLine	decl
AttachAudioMixedProcessor	function	1	0	raylib.h	1740	I void AttachAudioMixedProcessor(AudioCallback processor); // Attach audio stream processor to the entire audio pipeline, receives frames x 2 samples as 'float' (stereo)
AttachAudioStreamProcessor	function	2	0	raylib.h	1737	I void AttachAudioStreamProcessor(AudioStream stream, AudioCallback processor); // Attach audio stream processor to stream, receives frames x 2 samples as 'float' (stereo)
AudioCallback	typedef_alias	-1	0	raylib.h	1663	d (*AudioCallback)(void *bufferData, unsigned int frames);
AudioStream	typedef_struct	-1	0	raylib.h	479	t AudioStream {
AutomationEvent	typedef_struct	-1	0	raylib.h	536	t AutomationEvent {
AutomationEventList	typedef_struct	-1	0	raylib.h	543	t AutomationEventList {
BeginBlendMode	function	1	0	raylib.h	1058	I void BeginBlendMode(int mode); // Begin blending mode (alpha, additive, multiplied, subtract, custom)
BeginDrawing	function	0	0	raylib.h	1048	I void BeginDrawing(void); // Begin canvas (framebuffer) drawing
BeginMode2D	function	1	0	raylib.h	1050	I void BeginMode2D(Camera2D camera); // Begin 2D mode with custom camera (2D)
BeginMode3D	function	1	0	raylib.h	1052	I void BeginMode3D(Camera3D camera); // Begin 3D mode with custom camera (3D)
BeginScissorMode	function	4	0	raylib.h	1060	I void BeginScissorMode(int x, int y, int width, int height); // Begin scissor mode (define screen area for following drawing)
BeginShaderMode	function	1	0	raylib.h	1056	I void BeginShaderMode(Shader shader); // Begin custom shader drawing
BeginTextureMode	function	1	0	raylib.h	1054	I void BeginTextureMode(RenderTexture2D target); // Begin drawing to render texture
BeginVrStereoMode	function	1	0	raylib.h	1062	I void BeginVrStereoMode(VrStereoConfig config); // Begin stereo rendering (requires VR simulator)
BlendMode	typedef_enum	-1	0	raylib.h	917	m {
BoneInfo	typedef_struct	-1	0	raylib.h	405	t BoneInfo {
BoundingBox	typedef_struct	-1	0	raylib.h	459	t BoundingBox {
Camera	typedef_alias	-1	0	raylib.h	335	D Camera; // Camera type fallback, defaults to Camera3D
Camera2D	typedef_struct	-1	0	raylib.h	338	t Camera2D {
Camera3D	typedef_struct	-1	0	raylib.h	327	t Camera3D {
CameraMode	typedef_enum	-1	0	raylib.h	945	m {
CameraMoveForward	function	3	0	rcamera.h	146	I void CameraMoveForward(Camera *camera, float distance, bool moveInWorldPlane);
CameraMoveRight	function	3	0	rcamera.h	148	I void CameraMoveRight(Camera *camera, float distance, bool moveInWorldPlane);
CameraMoveToTarget	function	2	0	rcamera.h	149	I void CameraMoveToTarget(Camera *camera, float delta);
CameraMoveUp	function	2	0	rcamera.h	147	I void CameraMoveUp(Camera *camera, float distance);
CameraPitch	function	5	0	rcamera.h	153	I void CameraPitch(Camera *camera, float angle, bool lockView, bool rotateAroundTarget, bool rotateUp);
CameraProjection	typedef_enum	-1	0	raylib.h	954	m {
CameraRoll	function	2	0	rcamera.h	154	I void CameraRoll(Camera *camera, float angle);
CameraYaw	function	3	0	rcamera.h	152	I void CameraYaw(Camera *camera, float angle, bool rotateAroundTarget);
ChangeDirectory	function	1	0	raylib.h	1163	I int ChangeDirectory(const char *dirPath); // Change working directory, returns 0 on success
CheckCollisionBoxSphere	function	3	0	raylib.h	1653	I bool CheckCollisionBoxSphere(BoundingBox box, Vector3 center, float radius); // Check collision between box and sphere
CheckCollisionBoxes	function	2	0	raylib.h	1652	I bool CheckCollisionBoxes(BoundingBox box1, BoundingBox box2); // Check collision between two bounding boxes
CheckCollisionCircleLine	function	4	0	raylib.h	1340	I bool CheckCollisionCircleLine(Vector2 center, float radius, Vector2 p1, Vector2 p2); // Check if circle collides with a line created between two points [p1] and [p2]
CheckCollisionCircleRec	function	3	0	raylib.h	1339	I bool CheckCollisionCircleRec(Vector2 center, float radius, Rectangle rec); // Check collision between circle and rectangle
CheckCollisionCircles	function	4	0	raylib.h	1338	I bool CheckCollisionCircles(Vector2 center1, float radius1, Vector2 center2, float radius2); // Check collision between two circles
CheckCollisionLines	function	5	0	raylib.h	1346	I bool CheckCollisionLines(Vector2 startPos1, Vector2 endPos1, Vector2 startPos2, Vector2 endPos2, Vector2 *collisionPoint); // Check the collision between two lines defined by two points each, returns collision point by reference
CheckCollisionPointCircle	function	3	0	raylib.h	1342	I bool CheckCollisionPointCircle(Vector2 point, Vector2 center, float radius); // Check if point is inside circle
CheckCollisionPointLine	function	4	0	raylib.h	1344	I bool CheckCollisionPointLine(Vector2 point, Vector2 p1, Vector2 p2, int threshold); // Check if point belongs to line created between two points [p1] and [p2] with defined margin in pixels [threshold]
CheckCollisionPointPoly	function	3	0	raylib.h	1345	I bool CheckCollisionPointPoly(Vector2 point, const Vector2 *points, int pointCount); // Check if point is within a polygon described by array of vertices
CheckCollisionPointRec	function	2	0	raylib.h	1341	I bool CheckCollisionPointRec(Vector2 point, Rectangle rec); // Check if point is inside rectangle
CheckCollisionPointTriangle	function	4	0	raylib.h	1343	I bool CheckCollisionPointTriangle(Vector2 point, Vector2 p1, Vector2 p2, Vector2 p3); // Check if point is inside a triangle
CheckCollisionRecs	function	2	0	raylib.h	1337	I bool CheckCollisionRecs(Rectangle rec1, Rectangle rec2); // Check collision between two rectangles
CheckCollisionSpheres	function	4	0	raylib.h	1651	I bool CheckCollisionSpheres(Vector3 center1, float radius1, Vector3 center2, float radius2); // Check collision between two spheres
Clamp	function	3	0	raymath.h	217	I float Clamp(float value, float min, float max)
ClearBackground	function	1	0	raylib.h	1047	I void ClearBackground(Color color); // Clear background (framebuffer) to color
ClearWindowState	function	1	0	raylib.h	1000	I void ClearWindowState(unsigned int flags); // Clear window configuration state flags
CloseAudioDevice	function	0	0	raylib.h	1667	I void CloseAudioDevice(void); // Close the audio device and context
CloseWindow	function	0	0	raylib.h	989	I void CloseWindow(void); // Close window and unload OpenGL context
CodepointToUTF8	function	2	0	raylib.h	1531	I const char *CodepointToUTF8(int codepoint, int *utf8Size); // Encode one codepoint into UTF-8 byte array (array length returned as parameter)
Color	typedef_struct	-1	0	raylib.h	248	t Color {
ColorAlpha	function	2	0	raylib.h	1480	I Color ColorAlpha(Color color, float alpha); // Get color with alpha applied, alpha goes from 0.0f to 1.0f
ColorAlphaBlend	function	3	0	raylib.h	1481	I Color ColorAlphaBlend(Color dst, Color src, Color tint); // Get src alpha-blended into dst color with tint
ColorBrightness	function	2	0	raylib.h	1478	I Color ColorBrightness(Color color, float factor); // Get color with brightness correction, brightness factor goes from -1.0f to 1.0f
ColorContrast	function	2	0	raylib.h	1479	I Color ColorContrast(Color color, float contrast); // Get color with contrast correction, contrast values between -1.0f and 1.0f
ColorFromHSV	function	3	0	raylib.h	1476	I Color ColorFromHSV(float hue, float saturation, float value); // Get a Color from HSV values, hue [0..360], saturation/value [0..1]
ColorFromNormalized	function	1	0	raylib.h	1474	I Color ColorFromNormalized(Vector4 normalized); // Get Color from normalized values [0..1]
ColorIsEqual	function	2	0	raylib.h	1470	I bool ColorIsEqual(Color col1, Color col2); // Check if two colors are equal
ColorLerp	function	3	0	raylib.h	1482	I Color ColorLerp(Color color1, Color color2, float factor); // Get color lerp interpolation between two colors, factor [0.0f..1.0f]
ColorNormalize	function	1	0	raylib.h	1473	I Vector4 ColorNormalize(Color color); // Get Color normalized as float [0..1]
ColorTint	function	2	0	raylib.h	1477	I Color ColorTint(Color color, Color tint); // Get color multiplied with another color
ColorToHSV	function	1	0	raylib.h	1475	I Vector3 ColorToHSV(Color color); // Get HSV values for a Color, hue [0..360], saturation/value [0..1]
ColorToInt	function	1	0	raylib.h	1472	I int ColorToInt(Color color); // Get hexadecimal value for a Color (0xRRGGBBAA)
CompressData	function	3	0	raylib.h	1176	I unsigned char *CompressData(const unsigned char *data, int dataSize, int *compDataSize); // Compress data (DEFLATE algorithm), memory must be MemFree()
ComputeCRC32	function	2	0	raylib.h	1180	I unsigned int ComputeCRC32(const unsigned char *data, int dataSize); // Compute CRC32 hash code
ComputeMD5	function	2	0	raylib.h	1181	I unsigned int *ComputeMD5(const unsigned char *data, int dataSize); // Compute MD5 hash code, returns static int[4] (16 bytes)
ComputeSHA1	function	2	0	raylib.h	1182	I unsigned int *ComputeSHA1(const unsigned char *data, int dataSize); // Compute SHA1 hash code, returns static int[5] (20 bytes)
ComputeSHA256	function	2	0	raylib.h	1183	I unsigned int *ComputeSHA256(const unsigned char *data, int dataSize); // Compute SHA256 hash code, returns static int[8] (32 bytes)
ConfigFlags	typedef_enum	-1	0	raylib.h	555	m {
CubemapLayout	typedef_enum	-1	0	raylib.h	901	m {
DecodeDataBase64	function	2	0	raylib.h	1179	I unsigned char *DecodeDataBase64(const char *text, int *outputSize); // Decode Base64 string (expected NULL terminated), memory must be MemFree()
DecompressData	function	3	0	raylib.h	1177	I unsigned char *DecompressData(const unsigned char *compData, int compDataSize, int *dataSize); // Decompress data (DEFLATE algorithm), memory must be MemFree()
DetachAudioMixedProcessor	function	1	0	raylib.h	1741	I void DetachAudioMixedProcessor(AudioCallback processor); // Detach audio stream processor from the entire audio pipeline
DetachAudioStreamProcessor	function	2	0	raylib.h	1738	I void DetachAudioStreamProcessor(AudioStream stream, AudioCallback processor); // Detach audio stream processor from stream
DirectoryExists	function	1	0	raylib.h	1151	I bool DirectoryExists(const char *dirPath); // Check if directory path exists
DisableCursor	function	0	0	raylib.h	1043	I void DisableCursor(void); // Disable cursor (lock cursor)
DisableEventWaiting	function	0	0	raylib.h	1036	I void DisableEventWaiting(void); // Disable waiting for events on EndDrawing(), automatic events polling
DrawBillboard	function	5	0	raylib.h	1607	I void DrawBillboard(Camera camera, Texture2D texture, Vector3 position, float scale, Color tint); // Draw a billboard texture
DrawBillboardPro	function	9	0	raylib.h	1609	I void DrawBillboardPro(Camera camera, Texture2D texture, Rectangle rec, Vector3 position, Vector3 up, Vector2 size, Vector2 origin, float rotation, Color tint); // Draw a billboard texture defined by source rectangle with scaling and rotation
DrawBillboardRec	function	6	0	raylib.h	1608	I void DrawBillboardRec(Camera camera, Texture2D texture, Rectangle rec, Vector3 position, Vector2 size, Color tint); // Draw a billboard texture defined by rectangle
DrawBoundingBox	function	2	0	raylib.h	1606	I void DrawBoundingBox(BoundingBox box, Color color); // Draw bounding box (wires)
DrawCapsule	function	6	0	raylib.h	1584	I void DrawCapsule(Vector3 startPos, Vector3 endPos, float radius, int rings, int slices, Color color); // Draw a capsule with the center of its sphere caps at startPos and endPos
DrawCapsuleWires	function	6	0	raylib.h	1585	I void DrawCapsuleWires(Vector3 startPos, Vector3 endPos, float radius, int rings, int slices, Color color); // Draw capsule wireframe with the center of its sphere caps at startPos and endPos
DrawCircle	function	4	0	raylib.h	1283	I void DrawCircle(int centerX, int centerY, float radius, Color color); // Draw a color-filled circle
DrawCircle3D	function	5	0	raylib.h	1570	I void DrawCircle3D(Vector3 center, float radius, Vector3 rotationAxis, float rotationAngle, Color color); // Draw a circle in 3D world space
DrawCircleGradient	function	4	0	raylib.h	1285	I void DrawCircleGradient(Vector2 center, float radius, Color inner, Color outer); // Draw a gradient-filled circle
DrawCircleLines	function	4	0	raylib.h	1288	I void DrawCircleLines(int centerX, int centerY, float radius, Color color); // Draw circle outline
DrawCircleLinesV	function	3	0	raylib.h	1289	I void DrawCircleLinesV(Vector2 center, float radius, Color color); // Draw circle outline (Vector version)
DrawCircleSector	function	6	0	raylib.h	1286	I void DrawCircleSector(Vector2 center, float radius, float startAngle, float endAngle, int segments, Color color); // Draw a piece of a circle
DrawCircleSectorLines	function	6	0	raylib.h	1287	I void DrawCircleSectorLines(Vector2 center, float radius, float startAngle, float endAngle, int segments, Color color); // Draw circle sector outline
DrawCircleV	function	3	0	raylib.h	1284	I void DrawCircleV(Vector2 center, float radius, Color color); // Draw a color-filled circle (Vector version)
DrawCube	function	5	0	raylib.h	1573	I void DrawCube(Vector3 position, float width, float height, float length, Color color); // Draw cube
DrawCubeV	function	3	0	raylib.h	1574	I void DrawCubeV(Vector3 position, Vector3 size, Color color); // Draw cube (Vector version)
DrawCubeWires	function	5	0	raylib.h	1575	I void DrawCubeWires(Vector3 position, float width, float height, float length, Color color); // Draw cube wires
DrawCubeWiresV	function	3	0	raylib.h	1576	I void DrawCubeWiresV(Vector3 position, Vector3 size, Color color); // Draw cube wires (Vector version)
DrawCylinder	function	6	0	raylib.h	1580	I void DrawCylinder(Vector3 position, float radiusTop, float radiusBottom, float height, int sides, Color color); // Draw a cylinder/cone
DrawCylinderEx	function	6	0	raylib.h	1581	I void DrawCylinderEx(Vector3 startPos, Vector3 endPos, float startRadius, float endRadius, int sides, Color color); // Draw a cylinder with base at startPos and top at endPos
DrawCylinderWires	function	6	0	raylib.h	1582	I void DrawCylinderWires(Vector3 position, float radiusTop, float radiusBottom, float height, int sides, Color color); // Draw a cylinder/cone wires
DrawCylinderWiresEx	function	6	0	raylib.h	1583	I void DrawCylinderWiresEx(Vector3 startPos, Vector3 endPos, float startRadius, float endRadius, int sides, Color color); // Draw a cylinder wires with base at startPos and top at endPos
DrawEllipse	function	5	0	raylib.h	1290	I void DrawEllipse(int centerX, int centerY, float radiusH, float radiusV, Color color); // Draw ellipse
DrawEllipseLines	function	5	0	raylib.h	1292	I void DrawEllipseLines(int centerX, int centerY, float radiusH, float radiusV, Color color); // Draw ellipse outline
DrawEllipseLinesV	function	4	0	raylib.h	1293	I void DrawEllipseLinesV(Vector2 center, float radiusH, float radiusV, Color color); // Draw ellipse outline (Vector version)
DrawEllipseV	function	4	0	raylib.h	1291	I void DrawEllipseV(Vector2 center, float radiusH, float radiusV, Color color); // Draw ellipse (Vector version)
DrawFPS	function	2	0	raylib.h	1506	I void DrawFPS(int posX, int posY); // Draw current FPS
DrawGrid	function	2	0	raylib.h	1588	I void DrawGrid(int slices, float spacing); // Draw a grid (centered at (0, 0, 0))
DrawLine	function	5	0	raylib.h	1277	I void DrawLine(int startPosX, int startPosY, int endPosX, int endPosY, Color color); // Draw a line
DrawLine3D	function	3	0	raylib.h	1568	I void DrawLine3D(Vector3 startPos, Vector3 endPos, Color color); // Draw a line in 3D world space
DrawLineBezier	function	4	0	raylib.h	1281	I void DrawLineBezier(Vector2 startPos, Vector2 endPos, float thick, Color color); // Draw line segment cubic-bezier in-out interpolation
DrawLineDashed	function	5	0	raylib.h	1282	I void DrawLineDashed(Vector2 startPos, Vector2 endPos, int dashSize, int spaceSize, Color color); // Draw a dashed line
DrawLineEx	function	4	0	raylib.h	1279	I void DrawLineEx(Vector2 startPos, Vector2 endPos, float thick, Color color); // Draw a line (using triangles/quads)
DrawLineStrip	function	3	0	raylib.h	1280	I void DrawLineStrip(const Vector2 *points, int pointCount, Color color); // Draw lines sequence (using gl lines)
DrawLineV	function	3	0	raylib.h	1278	I void DrawLineV(Vector2 startPos, Vector2 endPos, Color color); // Draw a line (using gl lines)
DrawMesh	function	3	0	raylib.h	1615	I void DrawMesh(Mesh mesh, Material material, Matrix transform); // Draw a 3d mesh with material and transform
DrawMeshInstanced	function	4	0	raylib.h	1616	I void DrawMeshInstanced(Mesh mesh, Material material, const Matrix *transforms, int instances); // Draw multiple mesh instances with material and different transforms
DrawModel	function	4	0	raylib.h	1602	I void DrawModel(Model model, Vector3 position, float scale, Color tint); // Draw a model (with texture if set)
DrawModelEx	function	6	0	raylib.h	1603	I void DrawModelEx(Model model, Vector3 position, Vector3 rotationAxis, float rotationAngle, Vector3 scale, Color tint); // Draw a model with extended parameters
DrawModelWires	function	4	0	raylib.h	1604	I void DrawModelWires(Model model, Vector3 position, float scale, Color tint); // Draw a model wires (with texture if set)
DrawModelWiresEx	function	6	0	raylib.h	1605	I void DrawModelWiresEx(Model model, Vector3 position, Vector3 rotationAxis, float rotationAngle, Vector3 scale, Color tint); // Draw a model wires (with texture if set) with extended parameters
DrawPixel	function	3	0	raylib.h	1275	I void DrawPixel(int posX, int posY, Color color); // Draw a pixel using geometry [Can be slow, use with care]
DrawPixelV	function	2	0	raylib.h	1276	I void DrawPixelV(Vector2 position, Color color); // Draw a pixel using geometry (Vector version) [Can be slow, use with care]
DrawPlane	function	3	0	raylib.h	1586	I void DrawPlane(Vector3 centerPos, Vector2 size, Color color); // Draw a plane XZ
DrawPoint3D	function	2	0	raylib.h	1569	I void DrawPoint3D(Vector3 position, Color color); // Draw a point in 3D space, actually a small line
DrawPoly	function	5	0	raylib.h	1313	I void DrawPoly(Vector2 center, int sides, float radius, float rotation, Color color); // Draw a polygon of n sides
DrawPolyLines	function	5	0	raylib.h	1314	I void DrawPolyLines(Vector2 center, int sides, float radius, float rotation, Color color); // Draw a polygon outline of n sides
DrawPolyLinesEx	function	6	0	raylib.h	1315	I void DrawPolyLinesEx(Vector2 center, int sides, float radius, float rotation, float lineThick, Color color); // Draw a polygon outline of n sides with extended parameters
DrawRay	function	2	0	raylib.h	1587	I void DrawRay(Ray ray, Color color); // Draw a ray line
DrawRectangle	function	5	0	raylib.h	1296	I void DrawRectangle(int posX, int posY, int width, int height, Color color); // Draw a color-filled rectangle
DrawRectangleGradientEx	function	5	0	raylib.h	1302	I void DrawRectangleGradientEx(Rectangle rec, Color topLeft, Color bottomLeft, Color bottomRight, Color topRight); // Draw a gradient-filled rectangle with custom vertex colors
DrawRectangleGradientH	function	6	0	raylib.h	1301	I void DrawRectangleGradientH(int posX, int posY, int width, int height, Color left, Color right); // Draw a horizontal-gradient-filled rectangle
DrawRectangleGradientV	function	6	0	raylib.h	1300	I void DrawRectangleGradientV(int posX, int posY, int width, int height, Color top, Color bottom); // Draw a vertical-gradient-filled rectangle
DrawRectangleLines	function	5	0	raylib.h	1303	I void DrawRectangleLines(int posX, int posY, int width, int height, Color color); // Draw rectangle outline
DrawRectangleLinesEx	function	3	0	raylib.h	1304	I void DrawRectangleLinesEx(Rectangle rec, float lineThick, Color color); // Draw rectangle outline with extended parameters
DrawRectanglePro	function	4	0	raylib.h	1299	I void DrawRectanglePro(Rectangle rec, Vector2 origin, float rotation, Color color); // Draw a color-filled rectangle with pro parameters
DrawRectangleRec	function	2	0	raylib.h	1298	I void DrawRectangleRec(Rectangle rec, Color color); // Draw a color-filled rectangle
DrawRectangleRounded	function	4	0	raylib.h	1305	I void DrawRectangleRounded(Rectangle rec, float roundness, int segments, Color color); // Draw rectangle with rounded edges
DrawRectangleRoundedLines	function	4	0	raylib.h	1306	I void DrawRectangleRoundedLines(Rectangle rec, float roundness, int segments, Color color); // Draw rectangle lines with rounded edges
DrawRectangleRoundedLinesEx	function	5	0	raylib.h	1307	I void DrawRectangleRoundedLinesEx(Rectangle rec, float roundness, int segments, float lineThick, Color color); // Draw rectangle lines with rounded edges outline
DrawRectangleV	function	3	0	raylib.h	1297	I void DrawRectangleV(Vector2 position, Vector2 size, Color color); // Draw a color-filled rectangle (Vector version)
DrawRing	function	7	0	raylib.h	1294	I void DrawRing(Vector2 center, float innerRadius, float outerRadius, float startAngle, float endAngle, int segments, Color color); // Draw ring
DrawRingLines	function	7	0	raylib.h	1295	I void DrawRingLines(Vector2 center, float innerRadius, float outerRadius, float startAngle, float endAngle, int segments, Color color); // Draw ring outline
DrawSphere	function	3	0	raylib.h	1577	I void DrawSphere(Vector3 centerPos, float radius, Color color); // Draw sphere
DrawSphereEx	function	5	0	raylib.h	1578	I void DrawSphereEx(Vector3 centerPos, float radius, int rings, int slices, Color color); // Draw sphere with extended parameters
DrawSphereWires	function	5	0	raylib.h	1579	I void DrawSphereWires(Vector3 centerPos, float radius, int rings, int slices, Color color); // Draw sphere wires
DrawSplineBasis	function	4	0	raylib.h	1319	I void DrawSplineBasis(const Vector2 *points, int pointCount, float thick, Color color); // Draw spline: B-Spline, minimum 4 points
DrawSplineBezierCubic	function	4	0	raylib.h	1322	I void DrawSplineBezierCubic(const Vector2 *points, int pointCount, float thick, Color color); // Draw spline: Cubic Bezier, minimum 4 points (2 control points): [p1, c2, c3, p4, c5, c6...]
DrawSplineBezierQuadratic	function	4	0	raylib.h	1321	I void DrawSplineBezierQuadratic(const Vector2 *points, int pointCount, float thick, Color color); // Draw spline: Quadratic Bezier, minimum 3 points (1 control point): [p1, c2, p3, c4...]
DrawSplineCatmullRom	function	4	0	raylib.h	1320	I void DrawSplineCatmullRom(const Vector2 *points, int pointCount, float thick, Color color); // Draw spline: Catmull-Rom, minimum 4 points
DrawSplineLinear	function	4	0	raylib.h	1318	I void DrawSplineLinear(const Vector2 *points, int pointCount, float thick, Color color); // Draw spline: Linear, minimum 2 points
DrawSplineSegmentBasis	function	6	0	raylib.h	1324	I void DrawSplineSegmentBasis(Vector2 p1, Vector2 p2, Vector2 p3, Vector2 p4, float thick, Color color); // Draw spline segment: B-Spline, 4 points
DrawSplineSegmentBezierCubic	function	6	0	raylib.h	1327	I void DrawSplineSegmentBezierCubic(Vector2 p1, Vector2 c2, Vector2 c3, Vector2 p4, float thick, Color color); // Draw spline segment: Cubic Bezier, 2 points, 2 control points
DrawSplineSegmentBezierQuadratic	function	5	0	raylib.h	1326	I void DrawSplineSegmentBezierQuadratic(Vector2 p1, Vector2 c2, Vector2 p3, float thick, Color color); // Draw spline segment: Quadratic Bezier, 2 points, 1 control point
DrawSplineSegmentCatmullRom	function	6	0	raylib.h	1325	I void DrawSplineSegmentCatmullRom(Vector2 p1, Vector2 p2, Vector2 p3, Vector2 p4, float thick, Color color); // Draw spline segment: Catmull-Rom, 4 points
DrawSplineSegmentLinear	function	4	0	raylib.h	1323	I void DrawSplineSegmentLinear(Vector2 p1, Vector2 p2, float thick, Color color); // Draw spline segment: Linear, 2 points
DrawText	function	5	0	raylib.h	1507	I void DrawText(const char *text, int posX, int posY, int fontSize, Color color); // Draw text (using default font)
DrawTextCodepoint	function	5	0	raylib.h	1510	I void DrawTextCodepoint(Font font, int codepoint, Vector2 position, float fontSize, Color tint); // Draw one character (codepoint)
DrawTextCodepoints	function	7	0	raylib.h	1511	I void DrawTextCodepoints(Font font, const int *codepoints, int codepointCount, Vector2 position, float fontSize, float spacing, Color tint); // Draw multiple characters (codepoint)
DrawTextEx	function	6	0	raylib.h	1508	I void DrawTextEx(Font font, const char *text, Vector2 position, float fontSize, float spacing, Color tint); // Draw text using font and additional parameters
DrawTextPro	function	8	0	raylib.h	1509	I void DrawTextPro(Font font, const char *text, Vector2 position, Vector2 origin, float rotation, float fontSize, float spacing, Color tint); // Draw text using Font and pro parameters (rotation)
DrawTexture	function	4	0	raylib.h	1462	I void DrawTexture(Texture2D texture, int posX, int posY, Color tint); // Draw a Texture2D
DrawTextureEx	function	5	0	raylib.h	1464	I void DrawTextureEx(Texture2D texture, Vector2 position, float rotation, float scale, Color tint); // Draw a Texture2D with extended parameters
DrawTextureNPatch	function	6	0	raylib.h	1467	I void DrawTextureNPatch(Texture2D texture, NPatchInfo nPatchInfo, Rectangle dstrec, Vector2 origin, float rotation, Color tint); // Draw a texture (or part of it) that stretches or shrinks nicely
DrawTexturePro	function	6	0	raylib.h	1466	I void DrawTexturePro(Texture2D texture, Rectangle srcrec, Rectangle dstrec, Vector2 origin, float rotation, Color tint); // Draw a part of a texture defined by a source rectangle to destination rectangle, with scaling and rotation
DrawTextureRec	function	4	0	raylib.h	1465	I void DrawTextureRec(Texture2D texture, Rectangle rec, Vector2 position, Color tint); // Draw a part of a texture defined by a rectangle
DrawTextureV	function	3	0	raylib.h	1463	I void DrawTextureV(Texture2D texture, Vector2 position, Color tint); // Draw a Texture2D with position defined as Vector2
DrawTriangle	function	4	0	raylib.h	1308	I void DrawTriangle(Vector2 v1, Vector2 v2, Vector2 v3, Color color); // Draw a color-filled triangle (vertex in counter-clockwise order!)
DrawTriangle3D	function	4	0	raylib.h	1571	I void DrawTriangle3D(Vector3 v1, Vector3 v2, Vector3 v3, Color color); // Draw a color-filled triangle (vertex in counter-clockwise order!)
DrawTriangleFan	function	3	0	raylib.h	1311	I void DrawTriangleFan(const Vector2 *points, int pointCount, Color color); // Draw a triangle fan defined by points (first vertex is the center)
DrawTriangleGradient	function	6	0	raylib.h	1309	I void DrawTriangleGradient(Vector2 v1, Vector2 v2, Vector2 v3, Color c1, Color c2, Color c3); // Draw triangle with interpolated colors (vertex in counter-clockwise order!)
DrawTriangleLines	function	4	0	raylib.h	1310	I void DrawTriangleLines(Vector2 v1, Vector2 v2, Vector2 v3, Color color); // Draw triangle outline (vertex in counter-clockwise order!)
DrawTriangleStrip	function	3	0	raylib.h	1312	I void DrawTriangleStrip(const Vector2 *points, int pointCount, Color color); // Draw a triangle strip defined by points
DrawTriangleStrip3D	function	3	0	raylib.h	1572	I void DrawTriangleStrip3D(const Vector3 *points, int pointCount, Color color); // Draw a triangle strip defined by points
EnableCursor	function	0	0	raylib.h	1042	I void EnableCursor(void); // Enable cursor (unlock cursor)
EnableEventWaiting	function	0	0	raylib.h	1035	I void EnableEventWaiting(void); // Enable waiting for events on EndDrawing(), no automatic event polling
EncodeDataBase64	function	3	0	raylib.h	1178	I char *EncodeDataBase64(const unsigned char *data, int dataSize, int *outputSize); // Encode data to Base64 string (includes NULL terminator), memory must be MemFree()
EndBlendMode	function	0	0	raylib.h	1059	I void EndBlendMode(void); // End blending mode (reset to default: alpha blending)
EndDrawing	function	0	0	raylib.h	1049	I void EndDrawing(void); // End canvas (framebuffer) drawing and swap buffers (double buffering)
EndMode2D	function	0	0	raylib.h	1051	I void EndMode2D(void); // End 2D mode with custom camera
EndMode3D	function	0	0	raylib.h	1053	I void EndMode3D(void); // End 3D mode and returns to default 2D orthographic mode
EndScissorMode	function	0	0	raylib.h	1061	I void EndScissorMode(void); // End scissor mode
EndShaderMode	function	0	0	raylib.h	1057	I void EndShaderMode(void); // End custom shader drawing (use default shader)
EndTextureMode	function	0	0	raylib.h	1055	I void EndTextureMode(void); // End drawing to render texture
EndVrStereoMode	function	0	0	raylib.h	1063	I void EndVrStereoMode(void); // End stereo rendering (requires VR simulator)
ExportAutomationEventList	function	2	0	raylib.h	1188	I bool ExportAutomationEventList(AutomationEventList list, const char *fileName); // Export automation events list as text file
ExportDataAsCode	function	3	0	raylib.h	1132	I bool ExportDataAsCode(const unsigned char *data, int dataSize, const char *fileName); // Export data to code (.h), returns true on success
ExportFontAsCode	function	2	0	raylib.h	1503	I bool ExportFontAsCode(Font font, const char *fileName); // Export font as code file, returns true on success
ExportImage	function	2	0	raylib.h	1364	I bool ExportImage(Image image, const char *fileName); // Export image data to file, returns true on success
ExportImageAsCode	function	2	0	raylib.h	1366	I bool ExportImageAsCode(Image image, const char *fileName); // Export image as code file defining an array of bytes, returns true on success
ExportImageToMemory	function	3	0	raylib.h	1365	I unsigned char *ExportImageToMemory(Image image, const char *fileType, int *fileSize); // Export image to memory buffer, memory must be MemFree()
ExportMesh	function	2	0	raylib.h	1619	I bool ExportMesh(Mesh mesh, const char *fileName); // Export mesh data to file, returns true on success
ExportMeshAsCode	function	2	0	raylib.h	1620	I bool ExportMeshAsCode(Mesh mesh, const char *fileName); // Export mesh as code file (.h) defining multiple arrays of vertex attributes
ExportWave	function	2	0	raylib.h	1684	I bool ExportWave(Wave wave, const char *fileName); // Export wave data to file, returns true on success
ExportWaveAsCode	function	2	0	raylib.h	1685	I bool ExportWaveAsCode(Wave wave, const char *fileName); // Export wave sample data to code (.h), returns true on success
Fade	function	2	0	raylib.h	1471	I Color Fade(Color color, float alpha); // Get color with alpha applied, alpha goes from 0.0f to 1.0f
FileCopy	function	2	0	raylib.h	1146	I int FileCopy(const char *srcPath, const char *dstPath); // Copy file from one path to another, dstPath created if it doesn't exist, returns 0 on success
FileExists	function	1	0	raylib.h	1150	I bool FileExists(const char *fileName); // Check if file exists
FileMove	function	2	0	raylib.h	1147	I int FileMove(const char *srcPath, const char *dstPath); // Move file from one directory to another, dstPath created if it doesn't exist, returns 0 on success
FilePathList	typedef_struct	-1	0	raylib.h	530	t FilePathList {
